sanctionCountry,sanctionedName,sanctionReason,sanctionList,sdnType
Colombia,CIA. MINERA DAPA S.A.,Sanctioned by OFAC,OFAC,Entity
Colombia,COMPANIA DE FOMENTO MERCANTIL S.A.,Sanctioned by OFAC,OFAC,Entity
Colombia,CONSTRUCCIONES PROGRESO DEL PUERTO S.A.,Sanctioned by OFAC,OFAC,Entity
Colombia,CREDISA S.A.,Sanctioned by OFAC,OFAC,Entity
Colombia,CRIADERO LA LUISA E.U.,Sanctioned by OFAC,OFAC,Entity
Colombia,DRAGADOS Y MUELLES GAVIOTA LTDA.,Sanctioned by OFAC,OFAC,Entity
Colombia,GRANJA LA SIERRA LTDA.,Sanctioned by OFAC,OFAC,Entity
Colombia,GRAN MUELLE S.A.,Sanctioned by OFAC,OFAC,Entity
Colombia,MIRA E.U.,Sanctioned by OFAC,OFAC,Entity
Colombia,OCCIDENTAL DE PAPELES LTDA.,Sanctioned by OFAC,OFAC,Entity
Colombia,SERVICIO AEREO DE SANTANDER E.U.,Sanctioned by OFAC,OFAC,Entity
Colombia,UNIDAS S.A.,Sanctioned by OFAC,OFAC,Entity
Colombia,MONTANO ALVAREZ,Sanctioned by OFAC,OFAC,Individual
Colombia,TODOBOLSAS Y COLSOBRES,Sanctioned by OFAC,OFAC,Entity
Unknown,AL-AQSA FOUNDATION,Sanctioned by OFAC,OFAC,Entity
Germany,AL-AQSA E.V.,Sanctioned by OFAC,OFAC,Entity
Netherlands,STICHTING AL-AQSA,Sanctioned by OFAC,OFAC,Entity
Denmark,FORENINGEN AL-AQSA,Sanctioned by OFAC,OFAC,Entity
Belgium,AL-AQSA,Sanctioned by OFAC,OFAC,Entity
Yemen,AQSSA SOCIETY YEMEN,Sanctioned by OFAC,OFAC,Entity
Unknown,ADEMI,Sanctioned by OFAC,OFAC,Individual
Unknown,ADILI,Sanctioned by OFAC,OFAC,Individual
Unknown,ALBANIAN NATIONAL ARMY,Sanctioned by OFAC,OFAC,Entity
Unknown,ALISPAHIC,Sanctioned by OFAC,OFAC,Individual
Unknown,ARMY OF THE REPUBLIC OF ILIRIDA,Sanctioned by OFAC,OFAC,Entity
Unknown,BAJAGIC,Sanctioned by OFAC,OFAC,Individual
Unknown,BANOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,BEQIRI,Sanctioned by OFAC,OFAC,Individual
Unknown,BEXHETI,Sanctioned by OFAC,OFAC,Individual
Bosnia and Herzegovina,BIO CORPORATION,Sanctioned by OFAC,OFAC,Entity
Bosnia and Herzegovina,BJELICA,Sanctioned by OFAC,OFAC,Individual
Unknown,BLAGOJEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,BLASKIC,Sanctioned by OFAC,OFAC,Individual
Unknown,BORAVCANIN,Sanctioned by OFAC,OFAC,Individual
Unknown,BOSKOVSKI,Sanctioned by OFAC,OFAC,Individual
Unknown,BRDJANIN,Sanctioned by OFAC,OFAC,Individual
Unknown,BUTKA,Sanctioned by OFAC,OFAC,Individual
Unknown,CERKEZ,Sanctioned by OFAC,OFAC,Individual
Unknown,CESIC,Sanctioned by OFAC,OFAC,Individual
Unknown,CESIC-ROJS,Sanctioned by OFAC,OFAC,Individual
Unknown,CETNIK RAVNAGORSKI POKRET,Sanctioned by OFAC,OFAC,Entity
Unknown,CORIC,Sanctioned by OFAC,OFAC,Individual
Unknown,DALIPI,Sanctioned by OFAC,OFAC,Individual
Unknown,DELIC,Sanctioned by OFAC,OFAC,Individual
Unknown,DOSEN,Sanctioned by OFAC,OFAC,Individual
Unknown,ELSHANI,Sanctioned by OFAC,OFAC,Individual
Unknown,FRONT FOR ALBANIAN NATIONAL UNITY,Sanctioned by OFAC,OFAC,Entity
Unknown,FURUNDZIJA,Sanctioned by OFAC,OFAC,Individual
Unknown,FUSTAR,Sanctioned by OFAC,OFAC,Individual
Unknown,GAJIC-MILOSEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,GALIC,Sanctioned by OFAC,OFAC,Individual
Unknown,GRUBAN,Sanctioned by OFAC,OFAC,Individual
Unknown,HABIBI,Sanctioned by OFAC,OFAC,Individual
Unknown,HADZIHASANOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,HALILI,Sanctioned by OFAC,OFAC,Individual
Unknown,HARADINAJ,Sanctioned by OFAC,OFAC,Individual
Unknown,HASANI,Sanctioned by OFAC,OFAC,Individual
Unknown,HAXHIREXHA,Sanctioned by OFAC,OFAC,Individual
Unknown,IVANOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,JAKSIC,Sanctioned by OFAC,OFAC,Individual
Unknown,JANKOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,JELAVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,JELISIC,Sanctioned by OFAC,OFAC,Individual
Unknown,JOKIC,Sanctioned by OFAC,OFAC,Individual
Serbia,KARADZIC,Sanctioned by OFAC,OFAC,Individual
Unknown,KARADZIC-JOVICEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,KNEZEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,KORDIC,Sanctioned by OFAC,OFAC,Individual
Unknown,KOS,Sanctioned by OFAC,OFAC,Individual
Unknown,KOVACEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,KRNOJELAC,Sanctioned by OFAC,OFAC,Individual
Unknown,KRSTIC,Sanctioned by OFAC,OFAC,Individual
Unknown,KRYEZIU,Sanctioned by OFAC,OFAC,Individual
Unknown,KUBURA,Sanctioned by OFAC,OFAC,Individual
Unknown,KUNARAC,Sanctioned by OFAC,OFAC,Individual
Unknown,KVOCKA,Sanctioned by OFAC,OFAC,Individual
Unknown,LALOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,"LIBERATION ARMY OF PRESEVO, MEDVEDJA, AND BUJANOVAC",Sanctioned by OFAC,OFAC,Entity
Unknown,LIMAJ,Sanctioned by OFAC,OFAC,Individual
Unknown,LLADROVICI,Sanctioned by OFAC,OFAC,Individual
Unknown,LUKIC,Sanctioned by OFAC,OFAC,Individual
Unknown,LUKOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,LUSHTAKU,Sanctioned by OFAC,OFAC,Individual
Unknown,MANCO OIL COMPANY,Sanctioned by OFAC,OFAC,Entity
Unknown,MANDIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MARKOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MARKU,Sanctioned by OFAC,OFAC,Individual
Unknown,MARTIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MARTINOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MEJAKIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MILOSEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MILUTINOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MLADIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MORINA,Sanctioned by OFAC,OFAC,Individual
Unknown,MRDJA,Sanctioned by OFAC,OFAC,Individual
Unknown,MUSLIU,Sanctioned by OFAC,OFAC,Individual
Unknown,MUSTAFA,Sanctioned by OFAC,OFAC,Individual
Unknown,NALETILIC,Sanctioned by OFAC,OFAC,Individual
Unknown,NATIONAL COMMITTEE FOR THE LIBERATION AND PROTECTION OF ALBANIAN LANDS,Sanctioned by OFAC,OFAC,Entity
Unknown,NATIONAL MOVEMENT FOR THE LIBERATION OF KOSOVO,Sanctioned by OFAC,OFAC,Entity
Unknown,NDRECAJ,Sanctioned by OFAC,OFAC,Individual
Unknown,NIKOLIC,Sanctioned by OFAC,OFAC,Individual
Unknown,OBRENOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,PANDUREVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,PAVKOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,PERIC,Sanctioned by OFAC,OFAC,Individual
Unknown,PLAVSIC,Sanctioned by OFAC,OFAC,Individual
Unknown,"POLITICAL COUNCIL OF PRESEVO, MEDVEDJA, AND BUJANOVAC",Sanctioned by OFAC,OFAC,Entity
Unknown,POPOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,POPULAR MOVEMENT OF KOSOVO,Sanctioned by OFAC,OFAC,Entity
Unknown,PRCAC,Sanctioned by OFAC,OFAC,Individual
Bosnia and Herzegovina,PUMA SECURITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Unknown,RADIC,Sanctioned by OFAC,OFAC,Individual
Unknown,RAJIC,Sanctioned by OFAC,OFAC,Individual
Unknown,RASEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,REXHEPI,Sanctioned by OFAC,OFAC,Individual
Unknown,ROGULJIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SAHINPASIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SAINOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SAMIU,Sanctioned by OFAC,OFAC,Individual
Unknown,SANTIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SELIMI,Sanctioned by OFAC,OFAC,Individual
Unknown,SESELJ,Sanctioned by OFAC,OFAC,Individual
Unknown,SHAQIRI,Sanctioned by OFAC,OFAC,Individual
Unknown,SIKIRICA,Sanctioned by OFAC,OFAC,Individual
Unknown,SIMATOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SIMIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SLJIVANCANIN,Sanctioned by OFAC,OFAC,Individual
Unknown,SOPTA,Sanctioned by OFAC,OFAC,Individual
Unknown,STAKIC,Sanctioned by OFAC,OFAC,Individual
Unknown,STANISIC,Sanctioned by OFAC,OFAC,Individual
Unknown,STANKOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,STEPANOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SUBOTIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SUMA,Sanctioned by OFAC,OFAC,Individual
Unknown,SYLA,Sanctioned by OFAC,OFAC,Individual
Unknown,TADIC,Sanctioned by OFAC,OFAC,Individual
Unknown,TODOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,UKSINI,Sanctioned by OFAC,OFAC,Individual
Unknown,VASILJEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,VUKOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,XHAFERI,Sanctioned by OFAC,OFAC,Individual
Unknown,XHEMAJLI,Sanctioned by OFAC,OFAC,Individual
Unknown,ZARIC,Sanctioned by OFAC,OFAC,Individual
Unknown,ZELEN-KARADZIC,Sanctioned by OFAC,OFAC,Individual
Unknown,ZIGIC,Sanctioned by OFAC,OFAC,Individual
Unknown,ZUPLJANIN,Sanctioned by OFAC,OFAC,Individual
Unknown,DIAS DE MENDONCA,Sanctioned by OFAC,OFAC,Individual
Mexico,ESPARRAGOZA MORENO,Sanctioned by OFAC,OFAC,Individual
Unknown,PALMA SALAZAR,Sanctioned by OFAC,OFAC,Individual
Unknown,QUINTERO MERAZ,Sanctioned by OFAC,OFAC,Individual
Unknown,UNITED WA STATE ARMY,Sanctioned by OFAC,OFAC,Entity
Italy,ABDAOUI,Sanctioned by OFAC,OFAC,Individual
Unknown,AKLI,Sanctioned by OFAC,OFAC,Individual
Unknown,AMDOUNI,Sanctioned by OFAC,OFAC,Individual
Italy,AYARI,Sanctioned by OFAC,OFAC,Individual
Italy,BAAZAOUI,Sanctioned by OFAC,OFAC,Individual
Unknown,DUMONT,Sanctioned by OFAC,OFAC,Individual
Italy,ESSAADI,Sanctioned by OFAC,OFAC,Individual
Italy,FETTAR,Sanctioned by OFAC,OFAC,Individual
Italy,HAMAMI,Sanctioned by OFAC,OFAC,Individual
Italy,JARRAYA,Sanctioned by OFAC,OFAC,Individual
Italy,JENDOUBI,Sanctioned by OFAC,OFAC,Individual
Italy,MNASRI,Sanctioned by OFAC,OFAC,Individual
Italy,OUAZ,Sanctioned by OFAC,OFAC,Individual
Unknown,RARRBO,Sanctioned by OFAC,OFAC,Individual
Italy,SALEH,Sanctioned by OFAC,OFAC,Individual
Germany,MZOUDI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-TIKRITI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-DURI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-NUMAN,Sanctioned by OFAC,OFAC,Individual
Unknown,ZUBAIDI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-RAWI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-DULAYMI,Sanctioned by OFAC,OFAC,Individual
Unknown,HUWAYSH,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-JIZRAWI,Sanctioned by OFAC,OFAC,Individual
Unknown,HADI,Sanctioned by OFAC,OFAC,Individual
Unknown,MA'RUF,Sanctioned by OFAC,OFAC,Individual
Unknown,AZIZ,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-TAI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-AZZAWI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-AHMAD,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-NAQIB,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-SA'DI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-UBAIDI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-YASSIN,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-SALIH,Sanctioned by OFAC,OFAC,Individual
Unknown,AMMASH,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-SAD'UN,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-SA'DUN,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-NAJIM,Sanctioned by OFAC,OFAC,Individual
Unknown,ABD-AL-GHAFUR,Sanctioned by OFAC,OFAC,Individual
Unknown,GHALIB,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-MASHHADANI,Sanctioned by OFAC,OFAC,Individual
Unknown,GHARIB,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-KHAFAJI,Sanctioned by OFAC,OFAC,Individual
Unknown,KAZIM,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-KUBAYSI,Sanctioned by OFAC,OFAC,Individual
Unknown,MAHDI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-AWADI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-MUHAMMAD,Sanctioned by OFAC,OFAC,Individual
Bosnia and Herzegovina,SPASOJEVIC,Sanctioned by OFAC,OFAC,Individual
Bosnia and Herzegovina,VASIC,Sanctioned by OFAC,OFAC,Individual
Switzerland,ASSOCIATION DE SECOURS PALESTINIENS,Sanctioned by OFAC,OFAC,Entity
Unknown,AL-ALAMI,Sanctioned by OFAC,OFAC,Individual
Syria,MISHAAL,Sanctioned by OFAC,OFAC,Individual
undetermined,RANTISI,Sanctioned by OFAC,OFAC,Individual
France,COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,Sanctioned by OFAC,OFAC,Entity
United Kingdom,INTERPAL,Sanctioned by OFAC,OFAC,Entity
Austria,PALESTINIAN ASSOCIATION IN AUSTRIA,Sanctioned by OFAC,OFAC,Entity
Lebanon,SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,Sanctioned by OFAC,OFAC,Entity
Unknown,DWIKARNA,Sanctioned by OFAC,OFAC,Individual
Philippines,JULKIPLI,Sanctioned by OFAC,OFAC,Individual
Unknown,MUNANDAR,Sanctioned by OFAC,OFAC,Individual
Unknown,MURAD,Sanctioned by OFAC,OFAC,Individual
Unknown,SIREGAR,Sanctioned by OFAC,OFAC,Individual
Unknown,SYAWAL,Sanctioned by OFAC,OFAC,Individual
Unknown,YUNOS,Sanctioned by OFAC,OFAC,Individual
Unknown,BIN MANSOUR,Sanctioned by OFAC,OFAC,Individual
Unknown,HIR,Sanctioned by OFAC,OFAC,Individual
Unknown,KASMURI,Sanctioned by OFAC,OFAC,Individual
Unknown,MARZUKI,Sanctioned by OFAC,OFAC,Individual
Unknown,SUFAAT,Sanctioned by OFAC,OFAC,Individual
Unknown,WAN MIN,Sanctioned by OFAC,OFAC,Individual
Malaysia,ZAKARIA,Sanctioned by OFAC,OFAC,Individual
Germany,ABU DHESS,Sanctioned by OFAC,OFAC,Individual
Germany,AL-DAGMA,Sanctioned by OFAC,OFAC,Individual
Algeria,MOUSTFA,Sanctioned by OFAC,OFAC,Individual
Germany,SHALABI,Sanctioned by OFAC,OFAC,Individual
Pakistan,AL-AKHTAR TRUST INTERNATIONAL,Sanctioned by OFAC,OFAC,Entity
Algeria,AL-BAKOUN ALA AL-AHD ORGANIZATION,Sanctioned by OFAC,OFAC,Entity
Unknown,BELMOKHTAR,Sanctioned by OFAC,OFAC,Individual
Algeria,DHAMAT HOUMET DAAWA SALAFIA,Sanctioned by OFAC,OFAC,Entity
Unknown,EL HADI,Sanctioned by OFAC,OFAC,Individual
Unknown,LOUNICI,Sanctioned by OFAC,OFAC,Individual
Italy,BEN ABDELHAKIM,Sanctioned by OFAC,OFAC,Individual
Italy,BOUYAHIA,Sanctioned by OFAC,OFAC,Individual
Italy,CABDULLAAH,Sanctioned by OFAC,OFAC,Individual
Italy,DRISSI,Sanctioned by OFAC,OFAC,Individual
Italy,EL AYASHI,Sanctioned by OFAC,OFAC,Individual
Italy,HAMMID,Sanctioned by OFAC,OFAC,Individual
Italy,HAMRAOUI,Sanctioned by OFAC,OFAC,Individual
Italy,MOSTAFA,Sanctioned by OFAC,OFAC,Individual
Italy,RIHANI,Sanctioned by OFAC,OFAC,Individual
Italy,ROUINE,Sanctioned by OFAC,OFAC,Individual
Italy,SALEH AL-SAADI,Sanctioned by OFAC,OFAC,Individual
Italy,TRABELSI,Sanctioned by OFAC,OFAC,Individual
Italy,ZARKAOUI,Sanctioned by OFAC,OFAC,Individual
Unknown,AMMARI,Sanctioned by OFAC,OFAC,Individual
Unknown,DURGUTI,Sanctioned by OFAC,OFAC,Individual
Unknown,ABO GHAITH,Sanctioned by OFAC,OFAC,Individual
Pakistan,AL-HARAMAIN : PAKISTAN BRANCH,Sanctioned by OFAC,OFAC,Entity
Indonesia,AL-HARAMAIN : INDONESIA BRANCH,Sanctioned by OFAC,OFAC,Entity
Kenya,AL-HARAMAIN : KENYA BRANCH,Sanctioned by OFAC,OFAC,Entity
Tanzania,AL-HARAMAIN : TANZANIA BRANCH,Sanctioned by OFAC,OFAC,Entity
Unknown,BASEVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,BOROVCANIN,Sanctioned by OFAC,OFAC,Individual
Unknown,DJORDA,Sanctioned by OFAC,OFAC,Individual
Unknown,ECIM,Sanctioned by OFAC,OFAC,Individual
Unknown,JAKUPI,Sanctioned by OFAC,OFAC,Individual
Unknown,KOJIC,Sanctioned by OFAC,OFAC,Individual
Unknown,KOVAC,Sanctioned by OFAC,OFAC,Individual
Unknown,KUJUNDZIC,Sanctioned by OFAC,OFAC,Individual
Unknown,MARIJANOVIC,Sanctioned by OFAC,OFAC,Individual
Unknown,SARAC,Sanctioned by OFAC,OFAC,Individual
Unknown,THACI,Sanctioned by OFAC,OFAC,Individual
Canada,"2904977 CANADA, INC.",Sanctioned by OFAC,OFAC,Entity
Cuba,CORPORACION CIMEX S.A.,Sanctioned by OFAC,OFAC,Entity
Cuba,CUBANACAN GROUP,Sanctioned by OFAC,OFAC,Entity
Netherlands,CUBANACAN INTERNATIONAL B.V,Sanctioned by OFAC,OFAC,Entity
United Kingdom,CUBANACAN U.K. LIMITED,Sanctioned by OFAC,OFAC,Entity
Cuba,HAVANATUR S.A.,Sanctioned by OFAC,OFAC,Entity
"Bahamas, The",HAVANATUR BAHAMAS LTD.,Sanctioned by OFAC,OFAC,Entity
Chile,HAVANATUR CHILE S.A.,Sanctioned by OFAC,OFAC,Entity
Unknown,LA COMPANIA TIENDAS UNIVERSO S.A.,Sanctioned by OFAC,OFAC,Entity
Colombia,FUNDACION PARA LA PAZ DE CORDOBA,Sanctioned by OFAC,OFAC,Entity
Colombia,ARROYAVE RUIZ,Sanctioned by OFAC,OFAC,Individual
Colombia,ATENCIA PITALUA,Sanctioned by OFAC,OFAC,Individual
Unknown,BLANCO PUERTA,Sanctioned by OFAC,OFAC,Individual
Unknown,BUITRAGO PARADA,Sanctioned by OFAC,OFAC,Individual
Unknown,CASTANO GIL,Sanctioned by OFAC,OFAC,Individual
Venezuela,CASTELLANOS GARZON,Sanctioned by OFAC,OFAC,Individual
Unknown,CIFUENTES GALINDO,Sanctioned by OFAC,OFAC,Individual
Unknown,DUQUE GAVIRIA,Sanctioned by OFAC,OFAC,Individual
Unknown,GIRALDO SERNA,Sanctioned by OFAC,OFAC,Individual
Unknown,GOMEZ ALVAREZ,Sanctioned by OFAC,OFAC,Individual
Unknown,ISAZA ARANGO,Sanctioned by OFAC,OFAC,Individual
Colombia,MANCUSO GOMEZ,Sanctioned by OFAC,OFAC,Individual
Venezuela,MARIN ARANGO,Sanctioned by OFAC,OFAC,Individual
Unknown,MURILLO BEJARANO,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-ZINDANI,Sanctioned by OFAC,OFAC,Individual
Iraq,ABD AL-GHAFAR,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-RABI'I,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-UBAYDI,Sanctioned by OFAC,OFAC,Individual
Unknown,SHAHBANDAR,Sanctioned by OFAC,OFAC,Individual
Unknown,TILFAH,Sanctioned by OFAC,OFAC,Individual
Canada,HOLA SUN HOLIDAYS LIMITED,Sanctioned by OFAC,OFAC,Entity
Italy,DERAMCHI,Sanctioned by OFAC,OFAC,Individual
Italy,BENDEBKA,Sanctioned by OFAC,OFAC,Individual
Algeria,AHMED NACER,Sanctioned by OFAC,OFAC,Individual
Italy,KIFANE,Sanctioned by OFAC,OFAC,Individual
Italy,EL HEIT,Sanctioned by OFAC,OFAC,Individual
Italy,HADDAD,Sanctioned by OFAC,OFAC,Individual
Italy,ABBES,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,AL WASEL AND BABEL GENERAL TRADING LLC,Sanctioned by OFAC,OFAC,Entity
Iraq,"AL-BASHAIR TRADING COMPANY, LTD",Sanctioned by OFAC,OFAC,Entity
Iraq,AL-HUDA STATE COMPANY FOR RELIGIOUS TOURISM,Sanctioned by OFAC,OFAC,Entity
Liechtenstein,AVIATRANS ANSTALT,Sanctioned by OFAC,OFAC,Entity
Switzerland,LOGARCHEO S.A.,Sanctioned by OFAC,OFAC,Entity
Jordan,AHMED,Sanctioned by OFAC,OFAC,Individual
Iraq,AL OBAIDI,Sanctioned by OFAC,OFAC,Individual
Syria,AL-QUBAYSI,Sanctioned by OFAC,OFAC,Individual
Iraq,BAHNAM,Sanctioned by OFAC,OFAC,Individual
Unknown,ALLANE,Sanctioned by OFAC,OFAC,Individual
Unknown,DJERMANE,Sanctioned by OFAC,OFAC,Individual
Unknown,EL-AICH,Sanctioned by OFAC,OFAC,Individual
Unknown,ZERFAOUI,Sanctioned by OFAC,OFAC,Individual
Bosnia and Herzegovina,AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION : BOSNIA BRANCH,Sanctioned by OFAC,OFAC,Entity
Bosnia and Herzegovina,TAIBAH INTERNATIONAL : BOSNIA BRANCH,Sanctioned by OFAC,OFAC,Entity
Bosnia and Herzegovina,AL FURQAN,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,BURHAN,Sanctioned by OFAC,OFAC,Individual
Iraq,HAMUDAT,Sanctioned by OFAC,OFAC,Individual
Unknown,SHABAN,Sanctioned by OFAC,OFAC,Individual
Unknown,SLEWA,Sanctioned by OFAC,OFAC,Individual
Mexico,ARELLANO FELIX ORGANIZATION,Sanctioned by OFAC,OFAC,Entity
Mexico,JUAREZ CARTEL,Sanctioned by OFAC,OFAC,Entity
Unknown,NEMBHARD,Sanctioned by OFAC,OFAC,Individual
Unknown,NOORZAI,Sanctioned by OFAC,OFAC,Individual
Unknown,RAMCHARAN,Sanctioned by OFAC,OFAC,Individual
Unknown,ZEVALLOS GONZALES,Sanctioned by OFAC,OFAC,Individual
Peru,AERO CONTINENTE S.A,Sanctioned by OFAC,OFAC,Entity
Peru,AVIANDINA S.A.C.,Sanctioned by OFAC,OFAC,Entity
United States,IAC INTERNATIONAL INC.,Sanctioned by OFAC,OFAC,Entity
Peru,MEJIA MAGNANI,Sanctioned by OFAC,OFAC,Individual
Peru,"SISTEMA DE DISTRIBUCION MUNDIAL, S.A.C.",Sanctioned by OFAC,OFAC,Entity
United States,AERO CONTINENTE (USA) INC.,Sanctioned by OFAC,OFAC,Entity
United States,CARGO AIRCRAFT LEASING CORP.,Sanctioned by OFAC,OFAC,Entity
United States,"INTERNATIONAL PACIFIC TRADING, INC.",Sanctioned by OFAC,OFAC,Entity
Afghanistan,AL-HARAMAIN : AFGHANISTAN BRANCH,Sanctioned by OFAC,OFAC,Entity
Albania,AL-HARAMAIN : ALBANIA BRANCH,Sanctioned by OFAC,OFAC,Entity
Bangladesh,AL-HARAMAIN : BANGLADESH BRANCH,Sanctioned by OFAC,OFAC,Entity
Ethiopia,AL-HARAMAIN : ETHIOPIA BRANCH,Sanctioned by OFAC,OFAC,Entity
Netherlands,AL-HARAMAIN : THE NETHERLANDS BRANCH,Sanctioned by OFAC,OFAC,Entity
Unknown,AL-AQIL,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-TURKI,Sanctioned by OFAC,OFAC,Individual
Brazil,BARAKAT,Sanctioned by OFAC,OFAC,Individual
Paraguay,CASA APOLLO,Sanctioned by OFAC,OFAC,Entity
Chile,BARAKAT IMPORT EXPORT LTDA,Sanctioned by OFAC,OFAC,Entity
Italy,DARRAJI,Sanctioned by OFAC,OFAC,Individual
Italy,JAMMALI,Sanctioned by OFAC,OFAC,Individual
Italy,LOUBIRI,Sanctioned by OFAC,OFAC,Individual
Bosnia and Herzegovina,KRUNIC,Sanctioned by OFAC,OFAC,Individual
Unknown,PEJCIC,Sanctioned by OFAC,OFAC,Individual
Unknown,PETRIC,Sanctioned by OFAC,OFAC,Individual
Unknown,BOUT,Sanctioned by OFAC,OFAC,Individual
Unknown,RUPRAH,Sanctioned by OFAC,OFAC,Individual
United Kingdom,A.W.A. ENGINEERING LIMITED,Sanctioned by OFAC,OFAC,Entity
United Kingdom,ADMINCHECK LIMITED,Sanctioned by OFAC,OFAC,Entity
United Kingdom,"ADVANCED ELECTRONICS DEVELOPMENT, LTD",Sanctioned by OFAC,OFAC,Entity
United Kingdom,AL-AMIRI,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-ARABI TRADING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Unknown,AL-ATRUSH,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-AZAWI,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-BAZZAZ,Sanctioned by OFAC,OFAC,Individual
Jordan,AL-DAJANI,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-HAMMADI,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-HUWAYSH,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-JABBURI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-KHODAIR,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-MAJID,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-MALIKI,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-QASIR,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-RIDA,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-RUBA,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-SAHHAF,Sanctioned by OFAC,OFAC,Individual
Iraq,AL-ZIBARI,Sanctioned by OFAC,OFAC,Individual
Iraq,ALAWI,Sanctioned by OFAC,OFAC,Individual
